ID,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
1,ASUS,VivoBook,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,37990,50990,25,4.3,990,108
2,ASUS,Vivobook,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,Casual,14.1,1,No,No,32890,46990,30,3.9,28,4
3,HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,42990,57330,25,4.4,158,18
4,HP,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,54990,70171,21,4.2,116,15
5,Lenovo,IdeaPad,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,35990,57290,37,4,2124,233
7,ASUS,Core,Intel,Core i3,11th,4,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,34429,49990,31,4.1,37,6
8,DELL,Vostro,Intel,Core i3,10th,8,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,41490,54782,24,5,7,5
9,Lenovo,IdeaPad,Intel,Core i3,10th,8,DDR4,256,0,Windows,32,0,ThinNlight,15.6,2,No,Yes,37990,57990,34,4.3,2080,235
10,HP,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,53990,70171,23,4.1,206,17
13,Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,2,No,Yes,52990,74390,28,4.2,300,24
14,ASUS,VivoBook,Intel,Core i3,11th,4,DDR4,256,0,Windows,32,0,Casual,15.6,1,No,Yes,35990,49990,28,4.3,1479,181
16,ASUS,VivoBook,Intel,Core i3,10th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,33980,46990,27,4.4,67,3
17,HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,67990,78294,13,4.5,108,6
18,HP,Core,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,39990,50085,20,4.2,273,30
22,ASUS,VivoBook,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,57990,80990,28,4.3,76,9
23,HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,42990,49590,13,4.3,681,59
25,DELL,Vostro,Intel,Core i3,10th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,39490,43312,8,4.3,1267,171
26,DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,0,No,No,45490,60371,24,4.3,207,16
28,MSI,GF63,Intel,Core i7,10th,8,DDR4,256,1024,Windows,64,4,Casual,15.6,2,No,No,63990,83990,23,4.3,794,83
29,ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,No,57990,81990,29,4.5,3712,412
31,Lenovo,Ideapad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,62300,101390,38,4.4,825,95
32,realme,Book(Slim),Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,52990,69999,24,4.4,3470,505
35,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,32,0,Casual,15.6,1,No,Yes,50990,70990,28,4.3,1188,127
36,ASUS,Vivobook,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,61990,88990,30,4.5,11,2
37,MSI,GF65,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,2,No,No,84990,123990,31,4.4,498,64
39,ASUS,Vivobook,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,55990,81990,31,4.5,23,0
40,HP,Pavilion,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,14,1,Yes,Yes,53990,63510,14,4.6,14,0
42,Lenovo,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,52990,84890,37,0,0,0
43,acer,Aspire,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,38990,52999,26,0,0,0
44,realme,Book,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,46990,54999,14,4.4,6352,1014
45,ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,35990,49990,28,4.4,130,12
47,Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,51990,88990,41,4.2,85,4
49,Lenovo,IdeaPad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,61990,97890,36,4.2,56,7
51,DELL,Inspiron,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,0,No,No,42490,50693,16,4,276,40
57,Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,2,No,Yes,49490,75390,34,4.3,365,35
58,ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,42990,57990,25,4.3,30,4
61,ASUS,Core,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,37990,52990,28,4.3,284,39
62,ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,14,1,No,Yes,37890,51990,27,4.6,44,5
63,RedmiBook,Pro,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,0,ThinNlight,15.6,1,No,No,48990,59990,18,4.2,1708,242
66,Lenovo,IdeaPad,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,No,38990,60890,35,4.2,33,4
67,ASUS,VivoBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,32,0,Casual,14,1,Yes,Yes,63990,82990,22,4.6,10,1
68,ASUS,VivoBook,Intel,Core i3,11th,8,LPDDR4X,512,0,Windows,32,0,Casual,14,1,Yes,Yes,51990,67990,23,4.7,6,2
69,Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,65990,78109,15,4.6,17,4
70,Nokia,PureBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,47990,90000,46,4.4,1119,242
72,ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,48990,62990,22,4.5,174,30
73,acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,52990,75999,30,4.2,155,20
75,acer,Predator,Intel,Core i7,11th,16,DDR4,512,1024,Windows,64,4,Casual,15.6,1,No,No,92990,130990,29,4.5,214,37
77,Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,49990,79690,37,0,0,0
78,ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,No,71990,115990,37,4.4,91,17
79,Lenovo,IdeaPad,Intel,Core i3,10th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,37990,57990,34,4.2,286,36
80,ASUS,VivoBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,47990,62990,23,4,35,2
81,ASUS,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Gaming,15.6,0,No,No,75990,116990,35,4.5,368,48
82,Nokia,PureBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,45990,74990,38,4.7,6,1
83,Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,32,0,ThinNlight,15.6,2,No,Yes,48490,64290,24,4.3,126,13
84,ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,No,72990,105990,31,4.5,74,10
86,MSI,Katana,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,76990,106990,28,4.6,75,17
89,acer,Aspire,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,57990,69999,17,4.6,32,1
90,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,52990,72990,27,0,0,0
91,DELL,Vostro,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14.96,1,No,Yes,41990,54510,22,3.6,10,5
93,ASUS,TUF,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,6,Gaming,15.6,1,No,Yes,89990,129990,30,4.6,124,17
94,ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,42990,57990,25,4.5,40,7
96,ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,45990,58990,22,4.5,816,147
97,MSI,GF63,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,59990,83990,28,4.5,1597,228
99,ASUS,Zenbook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,2,Casual,14,1,Yes,Yes,104990,146990,28,0,0,0
101,acer,Predator,Intel,Core i7,11th,16,DDR4,512,1024,Windows,32,6,Casual,15.6,1,No,No,119990,140990,14,4.5,342,54
107,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,57990,74833,22,4.2,47,0
108,Lenovo,Core,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,38990,62190,37,3.9,13,1
110,Lenovo,IdeaPad,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,39990,61590,35,4.3,543,65
111,ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,65990,89990,26,4.4,3850,378
112,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,0,Yes,No,71990,94201,23,4.7,7,1
113,DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,0,No,No,42490,59654,28,4.8,9,1
114,DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,0,No,No,44490,57479,22,4.3,844,103
115,DELL,Inspiron,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14.96,0,No,No,45990,60908,24,4.3,184,29
117,ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64,0,Casual,14.1,1,No,Yes,41890,57990,27,4.2,53,6
122,HP,Core,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,42490,50294,15,4.3,1296,126
125,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,0,Yes,No,71890,92549,22,4.3,3,0
127,MSI,GF63,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,79990,95990,16,4.5,484,56
129,Lenovo,IdeaPad,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,68990,99290,30,4.5,44,2
131,Infinix,INBook,Intel,Core i3,10th,8,LPDDR4X,256,0,Windows,64,0,ThinNlight,14,0,No,No,32990,49999,34,4.3,1221,265
132,ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,14,1,Yes,No,134990,164990,18,0,0,0
134,Lenovo,IdeaPad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,64990,97890,33,0,0,0
135,Mi,Notebook,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,2,Casual,14,1,No,No,59490,65999,9,4.2,399,40
136,HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,43970,50196,12,4.3,571,56
137,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,65990,90990,27,0,0,0
139,DELL,Vostro,Intel,Core i3,10th,4,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,36990,40614,8,4.3,1178,137
141,HP,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,55999,66050,15,4.8,5,1
142,ASUS,Vivobook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,4,Casual,14,1,No,No,73490,110990,33,4.5,213,45
143,HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,74490,85359,12,4.3,10,0
144,acer,Aspire,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,1,No,No,56990,64999,12,4,27,2
146,Lenovo,Ideapad,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,14,1,Yes,Yes,53990,75490,28,4.4,299,41
149,ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,36990,52990,30,4.4,20,1
150,ASUS,Core,Intel,Core i3,10th,4,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,39990,49990,20,4.3,2551,297
153,Lenovo,IdeaPad,Intel,Core i3,10th,4,DDR4,256,0,Windows,64,0,Casual,15.6,2,No,No,38940,48200,19,4.3,758,64
154,DELL,Inspiron,Intel,Core i3,10th,4,DDR4,256,0,Windows,64,0,Casual,15,1,No,Yes,39490,55490,28,4.4,634,64
156,HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,58340,74839,22,4,69,6
158,acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,No,55999,75999,26,4.5,6,0
161,acer,Travelmate,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,14,0,No,No,55490,60000,7,3.8,8,3
163,MSI,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,48990,49590,1,4.5,17,3
164,HP,Pavilion,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,54990,69267,20,4.5,35,3
166,DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,67990,89849,24,4.4,93,9
167,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,No,62490,86199,27,3.9,157,20
168,ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,45990,58990,22,4.5,816,147
169,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,59990,80990,25,4.5,11,2
170,Lenovo,Ideapad,Intel,Core i3,10th,8,DDR4,256,0,Windows,64,0,Casual,15.6,2,No,Yes,39999,59999,33,5,4,0
173,ASUS,TUF,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,6,Casual,15.6,1,No,Yes,82990,104990,20,4.4,262,31
175,Lenovo,IdeaPad,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,85990,125890,31,4.4,77,10
176,DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,42990,56776,24,4.3,17,2
177,Lenovo,Legion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,99990,153490,34,4.4,11,3
178,ASUS,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Gaming,15.6,0,No,No,98990,136990,27,4.5,445,56
181,DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,14,1,No,Yes,64190,85391,24,0,0,0
184,DELL,Core,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,70090,89395,21,4,5,1
185,acer,Aspire,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,49990,65999,24,0,0,0
188,DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,42990,43126,0,4.1,62,7
189,acer,Travelmate,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64,0,Casual,14,0,No,No,40990,60000,31,4.2,38,2
190,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,64990,85990,24,4.7,10,1
191,DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,14,1,Yes,No,49990,68658,27,4.2,24,5
192,realme,Book(Slim),Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,60999,69999,12,4.4,3470,505
194,ASUS,Core,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,ThinNlight,15.6,1,No,No,49990,64990,23,4.1,45,3
195,Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,Yes,59990,93690,35,4.3,52,4
200,acer,Predator,Intel,Core i9,11th,32,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,No,169990,199999,15,0,0,0
201,ASUS,Vivobook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,Yes,60190,78990,23,4.4,33,4
202,MSI,Core,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,40990,55990,26,4.4,118,17
203,MSI,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,55490,66990,17,3.9,8,1
205,HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,13.3,0,Yes,No,97990,114749,14,5,3,1
206,ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14.1,1,No,Yes,41990,55990,25,0,0,0
207,Lenovo,IdeaPad,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,No,54990,79690,30,4.5,245,34
208,DELL,Vostro,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,0,No,No,42190,44780,5,3.9,250,21
209,acer,Predator,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,No,139990,179999,22,0,0,0
211,DELL,Vostro,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,No,Yes,39490,54517,27,4,1917,189
215,ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,44990,46390,3,4.4,2058,305
216,HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,41250,46602,11,4.1,117,11
219,HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,44990,52900,14,0,0,0
221,ASUS,Vivobook,Intel,Core i5,9th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,54990,76990,28,4.4,1681,227
224,Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15,1,No,Yes,59990,115167,47,4.3,37,2
225,DELL,Vostro,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,41490,55448,25,4.3,1753,165
226,DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14.96,0,No,No,41990,57670,27,4.2,216,21
227,ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,42990,57990,25,4.7,74,11
228,ASUS,Vivobook,Intel,Core i5,9th,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,54490,77990,30,4.3,343,47
230,Lenovo,Legion,Intel,Core i5,9th,8,DDR4,256,1024,Windows,64,4,Casual,15.6,1,No,Yes,60990,86690,29,4.3,131,17
231,Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,53990,79890,32,4.2,61,2
232,HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,66999,79445,15,4.4,17,1
234,Infinix,X1,Intel,Core i7,10th,16,LPDDR4X,512,0,Windows,64,8,Casual,14,0,No,No,54990,69999,21,4.3,57,14
235,DELL,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,No,60790,78307,22,4.4,10,1
237,DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,1,No,No,48990,59990,18,4.1,724,92
243,acer,Intel,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,60990,89999,32,4.4,17,1
244,DELL,Inspiron,Intel,Core i5,11th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14.9,1,No,Yes,55790,60078,7,4.2,41,4
245,acer,Aspire,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,No,No,46990,56999,17,3.8,253,28
247,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,Yes,64990,85990,24,4.3,328,51
248,HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,45650,55202,17,4.1,39,4
249,Lenovo,Ideapad,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,41990,57290,26,4.4,1084,160
250,HP,15s,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,43690,48933,10,4.1,4999,490
251,ASUS,TUF,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Gaming,17.3,1,No,Yes,77990,115990,32,4.4,202,26
253,ASUS,Core,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,ThinNlight,17.3,0,No,No,58990,85990,31,4.8,6,1
255,ASUS,Core,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,47990,62990,23,4.3,1625,152
259,HP,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,0,ThinNlight,14,1,No,Yes,59999,81684,26,4,4,1
260,ASUS,Vivobook,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,66990,97990,31,4.2,25,4
261,ASUS,VivoBook,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,77990,96990,19,4.3,21,5
262,DELL,G15,Intel,Core i5,10th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,79990,103102,22,0,0,0
264,Lenovo,IdeaPad,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,79990,118890,32,4,5,2
265,DELL,Vostro,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,41990,49826,15,3.9,29,7
267,ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,No,63990,74990,14,0,0,0
268,HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,63990,77327,17,4.7,17,1
269,Infinix,INBook,Intel,Core i3,10th,8,LPDDR4X,256,0,Windows,64,0,ThinNlight,14,0,No,No,32990,49999,34,4.3,1221,265
271,ASUS,ROG,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64,4,Casual,15.6,1,No,No,77990,149990,48,4.5,187,26
273,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,59990,80990,25,0,0,0
274,DELL,Inspiron,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,45490,60046,24,4.2,43,4
275,Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,No,55990,89790,37,0,0,0
276,ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,59990,80990,25,0,0,0
277,ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14.1,1,No,Yes,44990,58990,23,0,0,0
278,HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,63990,75023,14,4.7,3,0
281,ASUS,Vivobook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,35990,48990,26,3.8,17,0
283,DELL,Vostro,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,14,1,No,Yes,69490,92552,24,0,0,0
284,ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,38490,51990,25,3.8,19,3
287,APPLE,MacBook,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64,0,Casual,13,1,No,No,179990,194900,7,4.7,31,3
289,DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,89390,109353,18,0,0,0
290,ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,74990,86990,13,0,0,0
291,DELL,Vostro,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,54990,80284,31,3.8,353,28
294,HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,93190,118776,21,5,4,0
295,Lenovo,Core,Intel,Core i3,11th,4,DDR4,256,0,Windows,64,0,ThinNlight,15,1,No,Yes,38990,51544,24,4.4,106,13
298,Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,3,Yes,Yes,64990,151557,57,4,48,12
299,Lenovo,Legion,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,66490,93690,29,4.4,282,36
301,HP,Pavilion,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,1,No,Yes,71990,87717,17,4.3,127,20
303,DELL,Vostro,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,No,Yes,48990,70286,30,3.6,470,46
304,DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,89702,0,0,0,0,0
305,Lenovo,ThinkPad,Intel,Core i3,11th,4,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,44990,59239,24,4.1,42,4
306,ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,13.3,1,No,Yes,94990,122990,22,0,0,0
